id,name,phone,email,city,address,lat,lng,is_verified,total_capacity,available_spots,waitlist_length_months,care_type_offered,educational_approach,price_month,next_opening,contact_method
256ebd01-1e52-4361-927c-573c572535e3,Little Munchkin Daycare,(604) 655-1895,,Vancouver,"3750 W 29th Ave, Vancouver, BC V6S 1T4, Canada",49.2459427,-123.1873878,True,39,1,0,['Under 36 Months'],,1299,,both
e854ed08-cd0f-43f9-a9be-796ad8278628,Learn and play daycare,(778) 551-1372,hello@learnandplaydaycare.ca,Vancouver,"111 E 47th Ave, Vancouver, BC V5W 2A6, Canada",49.2278258,-123.1033618,True,42,0,22,['Under 36 Months'],Academic,1551,2026-05-31,email_only
7d3824d0-0954-44cc-a207-ab3789299f5d,Little Munchkin Daycare,(604) 655-1895,hello@littlemunchkindaycare.ca,Vancouver,"1319 W 52nd Ave, Vancouver, BC V6P 1L1, Canada",49.22423939999999,-123.135698,False,30,0,10,"['School Age', 'Under 36 Months', '30 Months to 5 Years']",Play-based,1605,2026-04-11,phone_only
f58e097e-0e50-4cde-b340-fb51e357fda5,Happy House Learning Center,(604) 721-5169,,Vancouver,"2105 W 19th Ave, Vancouver, BC V6L 1C1, Canada",49.2554903,-123.1533441,False,21,0,22,"['Under 36 Months', 'Preschool', 'School Age']",Play-based,1325,2026-08-15,phone_only
7dafc294-4b46-45d1-a983-4164a3b580c8,Discover Possibilities Childcare Centre,(604) 336-6488,,Vancouver,"3192 Queens Ave, Vancouver, BC V5R 4T5, Canada",49.2424111,-123.0394415,False,50,0,21,['Preschool'],Montessori,1159,2026-07-25,both
cfb2e8ca-95ce-4636-abb6-4a680ee990c4,Bright Future Family Childcare,(778) 883-2304,hello@brightfuturefamilychildcare.ca,Vancouver,"6497 Sophia St, Vancouver, BC V5W 2W9, Canada",49.225784,-123.0999201,False,48,2,0,"['Under 36 Months', 'School Age']",,1407,,both
f1b6f168-4c3e-470e-aa5d-1fbeece95ba6,Little Wonderland Childcare,(778) 885-9386,hello@littlewonderlandchildcare.ca,Vancouver,"7767 12th Ave, Burnaby, BC V3N 2K6, Canada",49.2191412,-122.9326008,True,25,0,22,"['30 Months to 5 Years', 'School Age']",Montessori,1763,2026-04-23,email_only
20e5f5ee-4bbe-4c59-b244-142d79e9bc61,Lovey Little Angels Childcare 24-hour Licensed Child-Care In Vancouver,(604) 215-2214,hello@loveylittleangelschildcare24-hourlicensedchild-careinvancouver.ca,Vancouver,"5761 Chester St, Vancouver, BC V5W 3B4, Canada",49.2322969,-123.0896015,True,18,0,6,"['30 Months to 5 Years', 'Preschool']",Academic,1671,2026-05-01,email_only
07ff9a93-e6e7-4736-9c83-668a0ca85675,Little Munchkin Daycare,(604) 655-1895,hello@littlemunchkindaycare.ca,Vancouver,"2205 W 15th Ave, Vancouver, BC V6K 2Y6, Canada",49.2584936,-123.1557694,False,20,0,9,['Preschool'],Play-based,1307,2026-06-24,both
a350a880-fcaa-4a32-8507-e5f9a97b4eba,Blooming Minds Daycare,(236) 513-9786,hello@bloomingmindsdaycare.ca,Vancouver,"3935 W 19th Ave, Vancouver, BC V6S 1C9, Canada",49.2558663,-123.191861,True,38,1,0,"['Preschool', 'School Age', 'Under 36 Months']",Montessori,1771,,both
