id,name,phone,email,city,address,lat,lng,is_verified,total_capacity,available_spots,waitlist_length_months,care_type_offered,educational_approach,price_month,next_opening,contact_method,google_map_review,user_ratings_total
19a28edd-3351-5f43-ac3b-0110556aaa7d,Tulip Childcare Centre,(604) 553-6625,hello@tulipchildcarecentre.ca,NEW WESTMINSTER,"427 E Columbia St, New Westminster, BC V3L 3X4, Canada",49.2294984,-122.8931199,False,36,0,18,['School Age'],,1669,2026-06-08,phone_only,4.9,53
b39cc56f-ee5d-52a6-8273-f2b7d2aa2fd5,Laugh And Learn Children Centre,(604) 526-1414,hello@laughandlearnchildrencentre.ca,NEW WESTMINSTER,"335 Carnarvon St #101, New Westminster, BC V3L 1B9, Canada",49.2057734,-122.9060848,False,27,0,8,['30 Months to 5 Years'],Play-based,1363,2026-06-11,email_only,5.0,35
fc825064-1770-5887-827e-977a9654923b,ABC Academy Children's Learning Centre,(604) 805-2402,hello@abcacademychildren'slearningcentre.ca,NEW WESTMINSTER,"37 8th Ave, New Westminster, BC V3L 0E8, Canada",49.2212955,-122.9144081,True,36,0,15,"['School Age', 'Under 36 Months', 'Preschool']",Play-based,1250,2026-06-30,email_only,4.8,126
4eaeb0a1-5a82-56c6-83df-908fa426510f,Willowbrae Childcare Academy New Westminster,(604) 528-8018,hello@willowbraechildcareacademynewwestminster.ca,NEW WESTMINSTER,"800 McBride Blvd #211, New Westminster, BC V3L 2B8, Canada",49.2225852,-122.914627,False,47,0,17,"['Under 36 Months', 'Preschool']",Montessori,1301,2026-05-08,email_only,4.7,63
4b3a94d5-1f3c-5bca-aa75-197e65e1094c,Amazing Angel Daycare,(778) 588-6377,,NEW WESTMINSTER,"919 Chilliwack St, New Westminster, BC V3L 4V6, Canada",49.2299947,-122.9050762,False,36,0,11,"['School Age', 'Under 36 Months', '30 Months to 5 Years']",Play-based,1709,2026-07-14,email_only,5.0,2
cc5bc4ae-7f06-591b-93fd-7181853c3e06,Learnnplay,(604) 553-0461,hello@learnnplay.ca,NEW WESTMINSTER,"335 E Columbia St, New Westminster, BC V3L 0K5, Canada",49.2268498,-122.8930132,False,40,0,6,"['30 Months to 5 Years', 'Preschool', 'School Age']",Play-based,1514,2026-07-10,phone_only,4.6,14
a7cd29e5-15f7-5c62-b928-a218d8af4cc2,Precious Early Years - Centre 818,(604) 525-8186,,NEW WESTMINSTER,"818 20th St, New Westminster, BC V3M 4W8, Canada",49.2035823,-122.9498803,True,25,0,6,"['30 Months to 5 Years', 'Under 36 Months', 'School Age']",Montessori,1470,2026-07-10,email_only,5.0,21
d662ef42-c063-50ab-afee-3e11f10483c5,"Blessed Generations Academy - Royal City, New Westminster",(604) 618-4767,hello@blessedgenerationsacademy-royalcitynewwestminster.ca,NEW WESTMINSTER,"501 4th Ave, New Westminster, BC V3L 1P3, Canada",49.2109168,-122.9160718,False,31,0,14,"['School Age', '30 Months to 5 Years']",,1631,2026-04-28,email_only,5.0,44
86de3877-534f-5683-9a5f-c74bbf052d78,"Little Footprints Academy | Latitude – Uptown, New Westminster Daycare",(778) 926-9900,hello@littlefootprintsacademy|latitude–uptownnewwestminsterdaycare.ca,NEW WESTMINSTER,"505 6th St Suite 200, New Westminster, BC V3L 3B9, Canada",49.21209589999999,-122.9186779,True,39,0,18,"['Under 36 Months', 'School Age']",Reggio Emilia,1162,2026-06-27,both,4.5,84
f9cd1d6f-65c2-5329-9d1c-e35549bac549,Precious Early Years - Centre Hamilton,(604) 529-1068,hello@preciousearlyyears-centrehamilton.ca,NEW WESTMINSTER,"1209 Hamilton St, New Westminster, BC V3M 5Y5, Canada",49.2095437,-122.9340335,False,18,1,0,"['Under 36 Months', '30 Months to 5 Years']",,1247,,both,5.0,14
d7324b2a-f178-57b9-b871-69bfe0b22a48,Kidscool ELC New-Westminster,(604) 767-9726,hello@kidscoolelcnew-westminster.ca,NEW WESTMINSTER,"335 6th St, New Westminster, BC V3L 3A8, Canada",49.2102172,-122.916382,True,50,0,7,"['30 Months to 5 Years', 'Preschool', 'School Age']",,1284,2026-04-11,phone_only,4.7,9
1e933641-6dff-54cb-88d1-ffb4c45e53ee,Kids & Company New Westminster,(604) 355-1513,,NEW WESTMINSTER,"274 Nelson's Ct #109, New Westminster, BC V3L 0J9, Canada",49.224979,-122.8902917,True,36,0,8,['Preschool'],Reggio Emilia,1193,2026-08-02,email_only,3.6,15
3094893f-0638-5f17-9fc7-791f92033591,KIDS Child Care,(604) 524-0522,hello@kidschildcare.ca,NEW WESTMINSTER,"236 Ross Dr, New Westminster, BC V3L 0B1, Canada",49.2137542,-122.8999828,True,34,0,14,['30 Months to 5 Years'],Montessori,1330,2026-05-10,both,3.9,11
ed4dbcab-18ee-583e-bb08-bbeebd488c4e,St. Barnabas Daycare,(604) 526-6956,,NEW WESTMINSTER,"1005 Napanee St, New Westminster, BC V3M 5Y2, Canada",49.2077479,-122.9251419,False,30,0,15,"['School Age', '30 Months to 5 Years', 'Under 36 Months']",Play-based,1676,2026-04-01,phone_only,4.9,27
5c6be0b3-723c-56e6-87ab-becbade01aa8,Head Start Pre-Kinder,(604) 553-3832,hello@headstartpre-kinder.ca,NEW WESTMINSTER,"617 4th Ave, New Westminster, BC V3M 1S5, Canada",49.2098008,-122.9179333,True,26,0,21,"['Preschool', 'Under 36 Months']",,1666,2026-06-21,phone_only,5.0,5
18afada8-350a-506d-8dee-7f06c18fd09c,Tiny Hoppers Early Learning Queensborough,(604) 873-3921,,NEW WESTMINSTER,"805 Boyd St Unit F120, New Westminster, BC V3M 5X2, Canada",49.1921559,-122.946182,True,14,0,16,['Under 36 Months'],,1474,2026-07-20,both,4.8,48
777af2c3-eb5b-5da7-a0d3-932aaea32efe,Sapperton Child Care,(604) 525-4374,hello@sappertonchildcare.ca,NEW WESTMINSTER,"308 Braid St Basement Suite, New Westminster, BC V3L 3R1, Canada",49.2314142,-122.8936023,True,50,0,22,"['30 Months to 5 Years', 'School Age']",Academic,1650,2026-08-17,both,5.0,5
2a4e3b64-10ee-55c7-a592-e0f3e4f8b8dc,Golden Sunshine Daycare,(778) 223-6676,hello@goldensunshinedaycare.ca,NEW WESTMINSTER,"402 1st St, New Westminster, BC V3L 2G7, Canada",49.2146385,-122.9088699,True,40,0,16,['Preschool'],,1550,2026-05-12,both,3.4,9
ac6b9edc-d2b9-5cca-b25a-da98f64d3641,Academics PreKindergarten Royal City,(778) 398-4769,hello@academicsprekindergartenroyalcity.ca,NEW WESTMINSTER,"628 6th Ave. #300, New Westminster, BC V3M 6Z1, Canada",49.2123946,-122.9214893,False,25,3,0,"['Preschool', 'Under 36 Months']",Play-based,1748,,email_only,4.6,36
